sample_index,description_id,true_concept,description,k,same_concept_neighbors,purity,random_balanced_label_baseline
182,slot_23__deer__r01__c002,deer,"Against a rocky meadow, a sudden white-tail retreat into dense cover defines branch-antlered woodland traveler.",5,5,1.0,0.12280701754385964
183,slot_23__horse__r04__c244,horse,"Against a narrow riverside path, a flowing canter with mane and tail lifted defines long-faced bridled trail companion.",5,5,1.0,0.12280701754385964
184,slot_24__cat__r01__c005,cat,"A clear view shows padded-paw windowsill-watcher with a windowsill while its tail corrects balance, as ground contact stays clear.",5,5,1.0,0.12280701754385964
185,slot_24__dog__r01__c003,dog,"Leash-following walking-partner carries the yard in an eager bounding gait across a patch of dense brush; meanwhile, the posture remains natural.",5,5,1.0,0.12280701754385964
186,slot_24__fox__r06__c404,fox,"Beside a pale winter field, amber-eyed meadow-prowler reveals woodland cover using a low cautious trot; the viewpoint remains level.",5,5,1.0,0.12280701754385964
187,slot_24__bear__r01__c001,bear,"Round-eared timberland-giant displays a steep slope despite its bulky frame beside a quiet fence line, while soft light preserves surface detail.",5,5,1.0,0.12280701754385964
188,slot_24__wolf__r04__c244,wolf,"Within a patch of dense brush, pale-muzzled forest pack hunter demonstrates an efficient ground-covering trot through snow, where the setting supports the behavior.",5,5,1.0,0.12280701754385964
189,slot_24__rabbit__r01__c001,rabbit,"Soft-coated burrow dweller becomes recognizable through a sudden zigzag escape across short grass, while the background preserves its outline.",5,5,1.0,0.12280701754385964
190,slot_24__deer__r01__c004,deer,"Spotted forest youngster displays a sudden white-tail retreat into dense cover beside a shaded woodland edge, while soft light preserves surface detail.",5,5,1.0,0.12280701754385964
191,slot_24__horse__r01__c001,horse,"Broad-chested stable resident carries an extended gallop across open pasture across a narrow riverside path; meanwhile, the posture remains natural.",5,5,1.0,0.12280701754385964
192,slot_25__cat__r03__c162,cat,"Within a shallow stream bank, striped hearthside-prowler demonstrates the room with a low stalking posture, where the head and torso remain visible.",5,5,1.0,0.12280701754385964
193,slot_25__dog__r01__c003,dog,"A clear view shows floppy-eared home-guardian with a footpath while pulling lightly against a leash, as ground contact stays clear.",5,5,1.0,0.12280701754385964
194,slot_25__fox__r05__c325,fox,"Narrow-muzzled dusk-prowler carries the field with its full tail held level across a shaded woodland edge; meanwhile, the posture remains natural.",5,5,1.0,0.12280701754385964
195,slot_25__bear__r01__c002,bear,"Powerful berry-gatherer carries a fallen trunk through surprising climbing strength across a narrow riverside path; meanwhile, the viewpoint remains level.",5,5,1.0,0.12280701754385964
196,slot_25__wolf__r05__c323,wolf,"Large gray howling pack hunter displays an efficient ground-covering trot through snow beside a weathered wooden gate, while soft light preserves surface detail.",5,4,0.8,0.12280701754385964
197,slot_25__rabbit__r01__c001,rabbit,"Within a rocky meadow, round-eyed grassland nibbler demonstrates small cautious hops followed by complete stillness, where nearby tracks indicate scale.",5,4,0.8,0.12280701754385964
198,slot_25__deer__r03__c161,deer,"Swift running across an open clearing distinguishes split-hoofed trail visitor near a shaded woodland edge, where the viewpoint remains level.",5,4,0.8,0.12280701754385964
199,slot_25__horse__r01__c002,horse,"Tall long-faced grazer displays a flowing canter with mane and tail lifted beside a patch of dense brush, while soft light preserves surface detail.",5,4,0.8,0.12280701754385964
200,slot_26__cat__r02__c082,cat,Moving string with focused paw taps identifies an upright-tailed lap companion.,5,5,1.0,0.12280701754385964
201,slot_26__dog__r01__c001,dog,A broad-pawed walking partner shows the floor beside a familiar person's chair.,5,5,1.0,0.12280701754385964
202,slot_26__fox__r01__c002,fox,An amber-eyed meadow prowler shows faint ground sounds with tilted ears.,5,5,1.0,0.12280701754385964
203,slot_26__bear__r01__c001,bear,A bulky streamside fisher reveals river shallows during a patient fishing period.,5,5,1.0,0.12280701754385964
204,slot_26__wolf__r03__c162,wolf,A gray pack hunter shows food sharing among an organized family group.,5,5,1.0,0.12280701754385964
205,slot_26__rabbit__r01__c001,rabbit,A soft-coated meadow nibbler carries chewing leafy stems while remaining near cover.,5,5,1.0,0.12280701754385964
206,slot_26__deer__r02__c081,deer,A long-legged browser shows quiet feeding before dawn near dense cover.,5,2,0.4,0.12280701754385964
207,slot_26__horse__r01__c001,horse,A muscular farmyard runner has resting upright near familiar herd companions.,5,4,0.8,0.12280701754385964
208,slot_27__cat__r01__c002,cat,Moving string with focused paw taps marks a purring house prowler.,5,5,1.0,0.12280701754385964
209,slot_27__dog__r01__c001,dog,New surroundings through persistent sniffing defines a leash-wearing companion.,5,5,1.0,0.12280701754385964
210,slot_27__fox__r05__c322,fox,Faint ground sounds with tilted ears identifies a russet snowline hunter.,5,5,1.0,0.12280701754385964
211,slot_27__bear__r02__c082,bear,Loose logs while searching for insects identifies a broad-muzzled river hunter.,5,4,0.8,0.12280701754385964
212,slot_27__wolf__r04__c244,wolf,A bushy-tailed pack tracker has patient tracking across old snow prints.,5,4,0.8,0.12280701754385964
213,slot_27__rabbit__r01__c003,rabbit,Chewing leafy stems while remaining near cover is visible on a white-tailed garden browser.,5,4,0.8,0.12280701754385964
214,slot_27__deer__r04__c242,deer,A forest herd grazer reveals quiet feeding before dawn near dense cover.,5,1,0.2,0.12280701754385964
215,slot_27__horse__r01__c002,horse,A single-hoofed riding companion reveals slow chewing beside a pasture water trough.,5,5,1.0,0.12280701754385964
216,slot_28__cat__r01__c001,cat,A clear view shows purring room-explorer with a warm patch before curling tightly near a rocky meadow.,5,5,1.0,0.12280701754385964
217,slot_28__dog__r01__c001,dog,Leash-following walking-partner becomes recognizable through a buried object with repeated digging near a shaded woodland edge.,5,5,1.0,0.12280701754385964
218,slot_28__fox__r04__c247,fox,Faint ground sounds with tilted ears distinguishes narrow-muzzled dusk-prowler near a rocky meadow.,5,4,0.8,0.12280701754385964
219,slot_28__bear__r01__c001,bear,Heavy-pawed backcountry-wanderer carries berry bushes during long seasonal feeding across a sunlit garden path.,5,5,1.0,0.12280701754385964
220,slot_28__wolf__r04__c245,wolf,Large gray howling pack hunter becomes recognizable through careful scent inspection along a territorial boundary near a shallow stream bank.,5,5,1.0,0.12280701754385964
221,slot_28__rabbit__r01__c001,rabbit,Steady nibbling of clover beside the burrow distinguishes white-tailed garden visitor near a calm farmyard.,5,5,1.0,0.12280701754385964
222,slot_28__deer__r04__c243,deer,Stripping soft bark during a sparse winter distinguishes brown woodland browser with branching antlers near a rocky meadow.,5,4,0.8,0.12280701754385964
223,slot_28__horse__r01__c001,horse,Single-hoofed riding companion displays steady grazing with lips clipping short grass beside a quiet fence line.,5,5,1.0,0.12280701754385964
224,slot_29__cat__r02__c083,cat,"Within a shaded woodland edge, curled-tail home-companion demonstrates moving string with focused paw taps, where the posture remains natural.",5,2,0.4,0.12280701754385964
225,slot_29__dog__r04__c241,dog,"Tongue-out family-companion displays new surroundings through persistent sniffing beside a shallow stream bank, while its full body stays visible.",5,5,1.0,0.12280701754385964
226,slot_29__fox__r01__c002,fox,"Within soft morning light, bushy-tailed den-visitor demonstrates open ground during quiet twilight patrols, where the pose shows balanced proportions.",5,5,1.0,0.12280701754385964
227,slot_29__bear__r01__c004,bear,"Loose logs while searching for insects distinguishes long-clawed wilderness-resident near a shaded woodland edge, where the setting supports the behavior.",5,2,0.4,0.12280701754385964
228,slot_29__wolf__r06__c404,wolf,"Food sharing among an organized family group distinguishes long-legged snow pack hunter near scattered autumn leaves, where its full body stays visible.",5,2,0.4,0.12280701754385964
229,slot_29__rabbit__r01__c003,rabbit,"A clear view shows short-tailed garden browser with steady nibbling of clover beside the burrow, as ground contact stays clear.",5,5,1.0,0.12280701754385964
230,slot_29__deer__r01__c004,deer,"A clear view shows branch-antlered woodland traveler with stripping soft bark during a sparse winter, as surrounding plants provide scale.",5,5,1.0,0.12280701754385964
231,slot_29__horse__r01__c001,horse,"Against a misty hillside, slow chewing beside a pasture water trough defines saddle-trained trail companion; the head and torso remain visible.",5,5,1.0,0.12280701754385964
232,slot_30__cat__r01__c002,cat,"Whiskered house-prowler becomes recognizable through its face and forelegs with careful grooming strokes, while the moment appears unstaged.",5,4,0.8,0.12280701754385964
233,slot_30__dog__r05__c323,dog,"A buried object with repeated digging distinguishes broad-pawed gate-watcher near a weathered wooden gate, where the setting supports the behavior.",5,4,0.8,0.12280701754385964
234,slot_30__fox__r01__c002,fox,"Red-coated woodland-hunter carries spare food beneath loose leaves and soil across a pale winter field; meanwhile, the viewpoint remains level.",5,4,0.8,0.12280701754385964
235,slot_30__bear__r02__c081,bear,"A clear view shows massive shaggy-forager with river shallows during a patient fishing period, as the moment appears unstaged.",5,5,1.0,0.12280701754385964
236,slot_30__wolf__r08__c565,wolf,"Between brief watchful pauses, large gray howling pack hunter displays food sharing among an organized family group near soft morning light, while nearby tracks indicate scale.",5,5,1.0,0.12280701754385964
237,slot_30__rabbit__r03__c161,rabbit,"A shallow scrape exposing roots and fresh shoots distinguishes soft-coated burrow dweller near a sunlit garden path, where the viewpoint remains level.",5,3,0.6,0.12280701754385964
238,slot_30__deer__r02__c082,deer,"Beside a shaded woodland edge, slender-legged forest grazer reveals browsing tender leaves from low branches; soft light preserves surface detail.",5,3,0.6,0.12280701754385964
239,slot_30__horse__r01__c001,horse,"Swift-maned open-field runner becomes recognizable through searching hay with a flexible upper lip, while the setting supports the behavior.",5,5,1.0,0.12280701754385964
240,slot_31__cat__r01__c001,cat,A retractable-clawed mouser shows a garden wall overlooking moving leaves.,5,3,0.6,0.12280701754385964
241,slot_31__dog__r02__c082,dog,A neighborhood path beside a handled leash marks a collared gate watcher.,5,5,1.0,0.12280701754385964
242,slot_31__fox__r04__c243,fox,A woodland margin beside open grass identifies an orange-chested hedge stalker.,5,4,0.8,0.12280701754385964
243,slot_31__bear__r01__c002,bear,A heavy-pawed mountain roamer reveals a mountain forest containing berry thickets.,5,5,1.0,0.12280701754385964
244,slot_31__wolf__r01__c002,wolf,A snowy conifer forest crossed by pack tracks marks a sharp-eared snow tracker.,5,5,1.0,0.12280701754385964
245,slot_31__rabbit__r05__c321,rabbit,A sandy bank containing several narrow tunnels identifies a clover grazer.,5,4,0.8,0.12280701754385964
246,slot_31__deer__r01__c003,deer,A branch-antlered forest browser carries a forest edge filled with tender browse.,5,5,1.0,0.12280701754385964
247,slot_31__horse__r01__c003,horse,A quiet barn aisle lined with hay defines a broad-chested paddock runner.,5,5,1.0,0.12280701754385964
248,slot_32__cat__r02__c081,cat,A long-whiskered home companion shows a sunny windowsill above indoor plants.,5,5,1.0,0.12280701754385964
249,slot_32__dog__r01__c001,dog,A floppy-eared home guardian has an open field suited to running and retrieval.,5,4,0.8,0.12280701754385964
250,slot_32__fox__r01__c002,fox,A bushy-tailed den visitor has a snowy field containing faint prey tracks.,5,3,0.6,0.12280701754385964
251,slot_32__bear__r01__c001,bear,A powerful berry gatherer shows a dense woodland trail marked by broad tracks.,5,5,1.0,0.12280701754385964
252,slot_32__wolf__r01__c002,wolf,A pale-muzzled pack sentinel shows an open tundra ridge beneath cold wind.,5,5,1.0,0.12280701754385964
253,slot_32__rabbit__r01__c002,rabbit,A garden edge beside low leafy cover identifies a round-eyed clover browser.,5,5,1.0,0.12280701754385964
254,slot_32__deer__r01__c003,deer,An autumn ridge beneath scattered oak trees identifies a long-legged clearing grazer.,5,4,0.8,0.12280701754385964
255,slot_32__horse__r04__c244,horse,A saddle companion reveals a training ring surrounded by low rails.,5,5,1.0,0.12280701754385964
256,slot_33__cat__r04__c242,cat,Slit-eyed indoor-hunter becomes recognizable through a sunny windowsill above indoor plants near a rocky meadow.,5,4,0.8,0.12280701754385964
257,slot_33__dog__r02__c081,dog,A neighborhood path beside a handled leash distinguishes tongue-out family-companion near low evening light.,5,5,1.0,0.12280701754385964
258,slot_33__fox__r01__c001,fox,Orange-chested hedgerow-stalker carries a woodland margin beside open grass across a calm farmyard.,5,5,1.0,0.12280701754385964
